Accession,Description,Gene Symbol,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,"Abundance: F2: 130N, Sample, A, (-)BiotinPD","Abundance: F2: 129C, Sample, A, (-)Hpg","Abundance: F2: 126, Sample, A, 0_0Hr","Abundance: F2: 127N, Sample, A, 0_5Hr","Abundance: F2: 127C, Sample, A, 1_0Hr","Abundance: F2: 128N, Sample, A, 1_5Hr","Abundance: F2: 128C, Sample, A, 2_0Hr","Abundance: F2: 129N, Sample, A, 3_0Hr","Abundance: F2: 134N, Sample, B, (-)BiotinPD","Abundance: F2: 133C, Sample, B, (-)Hpg","Abundance: F2: 130C, Sample, B, 0_0Hr","Abundance: F2: 131N, Sample, B, 0_5Hr","Abundance: F2: 131C, Sample, B, 1_0Hr","Abundance: F2: 132N, Sample, B, 1_5Hr","Abundance: F2: 132C, Sample, B, 2_0Hr","Abundance: F2: 133N, Sample, B, 3_0Hr","Abundance: F1: 126, Sample, C, (-)BiotinPD","Abundance: F1: 130N, Sample, C, (-)Hpg","Abundance: F1: 129C, Sample, C, 0_0Hr","Abundance: F1: 129N, Sample, C, 0_5Hr","Abundance: F1: 128C, Sample, C, 1_0Hr","Abundance: F1: 128N, Sample, C, 1_5Hr","Abundance: F1: 127C, Sample, C, 2_0Hr","Abundance: F1: 127N, Sample, C, 3_0Hr","Abundance: F1: 130C, Sample, D, (-)BiotinPD","Abundance: F1: 134N, Sample, D, (-)Hpg","Abundance: F1: 133C, Sample, D, 0_0Hr","Abundance: F1: 133N, Sample, D, 0_5Hr","Abundance: F1: 132C, Sample, D, 1_0Hr","Abundance: F1: 132N, Sample, D, 1_5Hr","Abundance: F1: 131C, Sample, D, 2_0Hr","Abundance: F1: 131N, Sample, D, 3_0Hr","Abundance: F8: 126, Sample, E, (-)BiotinPD","Abundance: F8: 133C, Sample, E, (-)Hpg","Abundance: F8: 127C, Sample, E, 0_0Hr","Abundance: F8: 128C, Sample, E, 0_5Hr","Abundance: F8: 129C, Sample, E, 1_0Hr","Abundance: F8: 130C, Sample, E, 1_5Hr","Abundance: F8: 131C, Sample, E, 2_0Hr","Abundance: F8: 132C, Sample, E, 3_0Hr","Abundance: F8: 127N, Sample, F, (-)BiotinPD","Abundance: F8: 134N, Sample, F, (-)Hpg","Abundance: F8: 128N, Sample, F, 0_0Hr","Abundance: F8: 129N, Sample, F, 0_5Hr","Abundance: F8: 130N, Sample, F, 1_0Hr","Abundance: F8: 131N, Sample, F, 1_5Hr","Abundance: F8: 132N, Sample, F, 2_0Hr","Abundance: F8: 133N, Sample, F, 3_0Hr",Quantified,Run 1 - Quantified,Run 2 - Quantified,Run 3 - Quantified,Run 1 - Fully Quantified,Run 2 - Fully Quantified,Run 3 - Fully Quantified,Total - Fully Quantified,Run 1 - % Hpg Pulse Channels Quantified,Run 2 - % Hpg Pulse Channels Quantified,Run 3 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Hpg Pulse channels Quantified,Biological Replicate 2 - % Hpg Pulse Channels Quantified,Biological Replicate 3 - % Hpg Pulse Channels Quantified,Biological Replicate 4 - % Hpg Pulse Channels Quantified,Biological Replicate 5 - % Hpg Pulse channels Quantified,Biological Replicate 6 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Channels Quantified,Biological Replicate 2 - % Channels Quantified,Biological Replicate 3 - % Channels Quantified,Biological Replicate 4 - % Channels Quantified,Biological Replicate 5 - % Channels Quantified,Biological Replicate 6 - % Channels Quantified
Q63803,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS,GNAS,12.401,4,5,5,3,124.9,9.7,8.2,8.3,8.8,7.1,2.9,8,256,6.9,6.7,,5.1,5.5,5.3,,,,,,,,,,,,,,,,,,1007.8,238.5,1633.1,230.3,200.2,488,295.2,106,1468.6,151.2,195.8,133.5,417.5,115.5,172,155.3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,86%,,100%,100%,71%,,,100%,100%,100%,75%,,,100%,100%
P31977,Ezrin OS,EZR,12.398,6,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q5FVQ4,Malectin OS,MLEC,12.348,17,5,8,5,282,10.2,9.8,15.7,16.2,14.1,6.4,10,622.6,7.3,10.1,,13.1,9.2,11.3,0.2,69.4,11.4,12.1,9.3,12.7,13.2,5.9,12,63.7,9.1,8.4,9.9,13.6,11.6,5.9,8.9,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,93%,100%,,100%,86%,100%,100%,,,100%,88%,100%,100%,,
Q52KS1,6-phosphofructokinase OS,PFKM,12.232,5,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,17.8,21.2,20.3,9.2,19.9,10.1,12.5,52.5,5.3,16.8,12.6,10.8,8.7,11.9,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F1LRV4,Heat shock 70 kDa protein 4 OS,HSPA4,12.207,3,2,3,2,,,,,,,,,,,,,,,,,224.5,6.4,4.6,6.7,9.1,7.8,,37.5,207.9,,3.4,11.2,10.1,8,4.1,2.6,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,93%,,,,86%,100%,,,,,88%,88%,,
Q5M7U6,Actin-related protein 2 OS,ACTR2,12.153,8,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,89.4,45.1,31.4,19,31,17.4,25.9,193.2,14.9,21.8,18.1,24.5,18.4,24.8,17.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P07340,Sodium/potassium-transporting ATPase subunit beta-1 OS,ATP1B1,12.118,7,2,4,2,277.9,17,13.5,13.5,10.7,17.7,6.2,14.1,638.7,10.7,11.9,5.7,8.5,8.3,11.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
Q66H80,Coatomer subunit delta OS,ARCN1,12.106,7,4,6,4,,,,,,,,,,,,,,,,,91.3,7.6,4.7,4.4,6.2,5.9,3.6,11.2,54.8,2.2,2.8,8.3,10.7,4.1,1.9,7.9,23,13.8,16,11,5.6,10.3,5,5,70.4,4,2.4,6.4,8.8,3.9,5,7.2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
B0BMX3,Protein S100a16 OS,S100A16,12.053,19,2,5,2,,,,,,,,,,,,,,,,,157.3,18.6,18,22.8,19.8,6.6,10.2,89.3,111.7,10.3,9.7,18.5,18.6,13.9,11.7,25.6,28.6,468.6,185.3,64.8,47.1,87.6,37.1,15.4,97.1,20.4,64.4,23.3,49.5,24.6,30.9,31.8,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P84100,60S ribosomal protein L19 OS,RPL19,12.048,17,3,7,3,340,23.7,8.3,12.7,10.3,4.7,,6.4,544.5,3.9,11.6,0.8,8,7.7,7,2.1,245.9,,1.9,8.6,18.6,19,,52.2,242.7,1.8,4.4,14.7,12.8,16.9,4.8,6.7,1832.8,237.8,76.7,147,112.1,149.9,86.8,69.6,3078.1,53.2,77.1,88.6,127.3,81.4,82.6,75.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,93%,93%,100%,86%,100%,86%,100%,100%,100%,88%,100%,75%,100%,100%,100%
B4F7C9,Protein Stt3a OS,STT3A,11.993,5,4,5,3,111.8,4,5.3,7.3,4.9,6.3,4.3,5.4,201.5,3,5.5,,3.6,3.6,4.7,1.8,107,3.7,7.4,6.8,8.8,9.8,,9.2,76.1,,3.4,10.9,8.5,4.6,4.1,4.6,756.8,192.6,158.5,122.6,79.6,114.2,78.3,76.7,1799.3,31.6,3.3,63.5,92.1,61.2,76.4,63.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,93%,93%,100%,100%,86%,86%,100%,100%,100%,100%,88%,88%,88%,100%,100%
Q6URK4,Heterogeneous nuclear ribonucleoprotein A3 OS,HNRNPA3,11.959,17,5,5,5,98.7,10.9,,4,7.8,4.3,2.9,4.3,198,2.4,4.4,,2.2,2,6,4.2,,,,,,,,,,,,,,,,,62,220.3,12.7,6.1,4.3,6,4.6,,103.3,2.5,8.3,2.7,7.9,2.1,4.4,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,86%,,86%,86%,86%,,,86%,86%,88%,88%,,,88%,88%
Q5HZY0,UBX domain-containing protein 4 OS,UBXN4,11.896,7,2,4,2,90.3,4.5,4.2,4.7,5.6,5.2,4.3,6.2,173.4,2.6,,,3.3,5,3.4,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86%,,,100%,71%,,,,,100%,75%,,,,
Q923V8,15 kDa selenoprotein OS,SELENOF,11.834,18,2,5,2,57.5,,4.6,7.8,5.6,,3.7,4.9,141.8,,7.4,,5.3,4.5,4.6,0.7,,,,,,,,,,,,,,,,,271,31.7,30.2,22.2,14.2,14.4,18.2,17.9,286.6,9.3,10,10.4,21.5,12,15.5,8.5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,86%,,100%,86%,86%,,,100%,100%,75%,75%,,,100%,100%
P62083,40S ribosomal protein S7 OS,RPS7,11.782,19,4,7,4,69.9,13.3,8.1,10.7,5.8,16.5,5.5,6.7,132.7,6.4,,,4,4.9,8,3.5,335.8,12.8,11.4,12.7,24.2,19.2,3.3,62.1,299,8.7,8.5,25.1,20,24,14.6,8.6,381.4,233.2,52.7,43,31.7,35.3,23.7,21.7,1145.8,20.8,26.6,30.2,36.9,25.8,49.8,18.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,86%,100%,100%,100%,71%,100%,100%,100%,100%,100%,75%,100%,100%,100%,100%
P43278,Histone H1.0 OS,H1F0,11.767,15,3,5,3,162.9,3.8,2.6,5.8,,4.5,2.1,3.2,300.9,4,,,4.1,3,3.6,,,,,,,,,,,,,,,,,,411.4,121.1,97.2,109.1,65,72,58.3,55.2,1305.9,40.2,37.3,46.3,83.6,40.8,53.7,49.4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,71%,,100%,86%,57%,,,100%,100%,88%,63%,,,100%,100%
Q9EQT5,Tubulointerstitial nephritis antigen-like OS,TINAGL1,11.64,7,3,6,3,,,,,,,,,,,,,,,,,685.7,,,5.3,7,10.5,,11.8,583.7,3,5.2,10.9,6,5,,3.7,606.2,156.1,406.7,129.2,70.1,192.3,110.5,76.5,1771.4,45.2,33.9,68.5,106.1,59.7,66.3,67.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,79%,100%,,,71%,86%,100%,100%,,,63%,88%,100%,100%
Q9QUL6,Vesicle-fusing ATPase OS,NSF,11.635,7,5,5,5,,,,,,,,,,,,,,,,,173.7,21.3,20.1,12.8,18.5,24.1,3.7,20.9,144,17.9,11.9,18,29.2,25.5,16.6,18.6,155.1,42.6,99.8,40.1,17.7,46,23.8,14.1,383.5,17.9,,18,28.8,17.9,18.4,11.9,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,100%,93%,,,100%,100%,100%,86%,,,100%,100%,100%,88%
D4A7D7,"Hexose-6-phosphate dehydrogenase (Glucose 1-dehydrogenase) (Predicted), isoform CRA_b OS",H6PD,11.616,8,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P25113,Phosphoglycerate mutase 1 OS,PGAM1,11.582,13,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6,86.3,49.5,25.2,13.9,19.9,17.1,14.3,251.3,7.6,12.4,12,16.1,12.3,14.1,10.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q5RKI0,WD repeat-containing protein 1 OS,WDR1,11.48,7,6,8,6,,,,,,,,,,,,,,,,,423.6,6.7,3.6,11.1,12.4,14.5,,37.5,365.4,3.1,8.2,12.5,9.2,13.5,4.2,11.4,598.2,481.2,263.2,121.1,84.2,124.1,92.4,71.4,1731.4,67.4,49.3,66.3,126.5,65.6,88.1,68.2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,93%,100%,,,86%,100%,100%,100%,,,88%,100%,100%,100%
Q6MG70,Neuraminidase 1 OS,NEU1,11.471,7,3,7,3,124.5,1.9,3.5,7.3,2.2,5,3.7,2.8,333.8,1.2,3.9,,2.9,2.9,4.2,0.6,933.7,21.4,14.1,15.2,29.6,23.4,,22.5,748,12.1,15.8,22.2,18.8,14.6,2.6,13.4,738.3,36.8,12.1,28.5,11,16.5,16,9.5,1735.7,11.3,,7.8,20.3,11.9,11.8,12.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,93%,93%,93%,100%,86%,86%,100%,100%,86%,100%,88%,88%,100%,100%,88%
D4A133,Protein Atp6v1a OS,ATP6V1A,11.465,6,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.5,1364.2,220.3,122.4,71.7,108.8,117.8,52.1,2139.4,55.7,9.8,54.1,145.3,150.5,57.6,63.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P62755,40S ribosomal protein S6 OS,RPS6,11.358,24,5,5,5,39.2,5.8,,4.5,3.8,,2.4,2.4,98.8,1.6,2.9,,2.2,2.8,,1.5,,,,,,,,,,,,,,,,,32.8,18.5,10.6,13.6,4.2,8.2,6.7,3.9,116.5,2.4,10.8,5.5,8.2,5.7,5,3.1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,71%,,100%,71%,71%,,,100%,100%,75%,75%,,,100%,100%
P08461,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS",DLAT,11.289,5,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.3,49.7,58.2,67,33.3,59.1,35.5,33.3,408.3,25,37.8,30.2,47.3,26.3,30.3,30.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q01129,Decorin OS,DCN,11.271,5,2,6,2,,,,,,,,,,,,,,,,,105.6,3.9,0.3,,2.1,,6.1,2.7,82,,,2.6,,,1.7,2.1,2722.2,37.3,,46.5,22.6,25.5,16.5,12.6,4735.1,12.6,,5.9,39.4,12.6,17.2,14.4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,64%,86%,,,71%,57%,86%,86%,,,75%,50%,88%,88%
P38656,Lupus La protein homolog OS,SSB,11.134,7,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.4,16.5,3.5,17.1,11.4,15.4,11.4,11.1,416,5.1,,9.8,14.6,10.3,11.3,7.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
G3V9Y1,"Myosin, heavy polypeptide 10, non-muscle, isoform CRA_b OS",MYH10,10.912,2,5,5,2,47.2,145,44,69.6,29.3,54.2,19.6,47.2,97.5,48.1,20.5,27.6,36,30,43.1,22.4,,,,,,,,,,,,,,,,,245.6,815.5,220.4,28.6,20.5,57,38.2,23.7,607.5,18.2,34.9,21,41.1,21.6,29.4,10.9,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q9JHY2,Sideroflexin-3 OS,SFXN3,10.862,21,4,5,4,97.4,4,3.9,3.5,5.7,5.6,2.8,2.8,213.2,,5.1,,2.6,3.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86%,,,100%,71%,,,,,100%,63%,,,,
D3ZA32,Protein Gsdma OS,GSDMA,10.859,8,4,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.6,1327.1,766.5,368.1,287.8,402.2,226,135.5,523.8,220.2,456.2,197.3,559.2,178.4,176.7,163.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q64633,UDP-glucuronosyltransferase 1-7 OS,UGT1A7C,10.817,10,3,5,3,131.6,3.6,5.1,4.6,8,4.2,1.2,0.7,268.8,,,,4.5,4.1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79%,,,100%,57%,,,,,100%,50%,,,,
Q5U316,Ras-related protein Rab-35 OS,RAB35,10.801,14,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.8,76.7,7.6,12.7,4.3,12.1,6.7,4.6,675.2,4.1,,3.4,5.1,5,5.4,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
E9PSP1,Protein Pltp OS,PLTP,10.778,5,2,7,2,,,,,,,,,,,,,,,,,4314.2,,,6,,4.2,,,3455.8,,,4,3,2.9,,,1261.4,72.6,80.6,122.6,51.6,79,48,32.1,4209,32.5,17.8,23.5,115.9,25.7,46.2,39.4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,50%,100%,,,43%,57%,100%,100%,,,38%,50%,100%,100%
Q5XFX0,Transgelin-2 OS,TAGLN2,10.746,16,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8,528.1,92.3,62.2,29.2,66.3,38.5,27.4,201.7,35.4,56.8,22.8,63.5,24.7,22.8,16.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D3ZLL8,Protein LOC100909878 OS,RPS15AL4,10.606,30,5,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3283.4,1370.1,55.7,154.2,80.6,144.5,99.6,67.4,8704,54.5,,58.1,154,84.8,104.3,73.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
P35704,Peroxiredoxin-2 OS,PRDX2,10.536,22,4,9,4,682.1,633,287.3,366.3,188.5,334.5,128.8,319.7,2001.3,278.2,190.4,143.9,235.7,213,293.7,125.7,,,,,,,,,,,,,,,,,161,552.8,598.9,144,89.6,199.6,108.4,44.7,368.8,72.4,136.4,49,201.7,44.5,62,71.5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q6UPR8,Endoplasmic reticulum metallopeptidase 1 OS,ERMP1,10.519,5,3,3,3,420.9,20.8,20.9,22.2,25.6,21.2,10.1,18.6,843,12.3,18.3,,14.5,12,16.2,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93%,,,100%,86%,,,,,100%,88%,,,,
D3ZX87,Protein LOC100910017 OS,LOC100910017,10.345,27,3,5,3,674.9,33.7,29.5,23.8,23.9,19.3,16.7,15.1,1988.3,2.6,20.4,,16.3,16.4,18.6,,,,,,,,,,,,,,,,,,818.8,113.8,32.5,48.7,40.5,31.6,32.8,26,1355.6,14.5,20.4,30.4,45.9,24.5,30.2,29.5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,86%,,100%,100%,71%,,,100%,100%,100%,75%,,,100%,100%
O70513,Galectin-3-binding protein OS,LGALS3BP,10.314,4,2,7,2,46.1,8.7,4.1,6.7,4.7,3.4,3.2,4.9,131.6,6.4,2.4,2.7,2.4,5.6,8.6,3.3,,,,,,,,,,,,,,,,,324.1,18.7,29.4,22.8,10.2,21.6,18.1,15.1,967.5,9.8,6,8.1,26.7,11.9,10.4,12.9,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
D4A781,Protein Ipo5 OS,IPO5,10.308,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.8,83.6,64.2,57.1,26.5,41.3,29.9,36.3,1060.7,18.3,47.5,30.1,45,23,33.9,26.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P36860,Ras-related protein Ral-B OS,RALB,10.291,26,4,6,2,306.7,8.1,10.3,8.1,11,7.3,3,4,699.9,3.1,10.3,,13.3,7.8,8.5,,,,,,,,,,,,,,,,,,173.9,65.3,57.8,67.5,27.7,28.1,20.5,17.9,1252.1,15.8,235.7,11.8,36.1,17.9,35,13.5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,86%,,100%,100%,71%,,,100%,100%,100%,75%,,,100%,100%
G3V9N8,AP-1 complex subunit beta-1 OS,AP1B1,10.262,5,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2,32.9,4,11.8,4.7,10.8,11.2,6.8,241.2,3.6,,9.4,8.4,2.3,7.7,5.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
D3ZTX0,Transmembrane emp24 domain-containing protein 7 OS,TMED7,10.256,19,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.1,112.9,61.4,57,17.9,43.2,42.8,35.7,450.5,21.3,42.1,45.1,42.4,30.1,40.4,23.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q3KRD8,Eukaryotic translation initiation factor 6 OS,EIF6,10.187,14,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.7,132.3,86.6,35.8,24.1,37.5,27.9,16.3,296.5,22.5,22.7,14.2,50.5,18.8,18.9,21.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q6MG61,Chloride intracellular channel protein 1 OS,CLIC1,10.173,16,3,3,3,,,,,,,,,,,,,,,,,157.6,8.5,2.6,8.9,6.5,8.3,,25.7,144.3,4.8,4.1,7.6,7.3,10.9,,8.6,167,90,33.1,20.8,12.2,16,15.8,11.4,323.5,8.2,12.6,10.1,19,8.3,9.7,13.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,86%,100%,,,86%,86%,100%,100%,,,88%,88%,100%,100%
B0BN81,40S ribosomal protein S5 OS,RPS5,10.163,22,3,6,3,105.3,18.5,9,7.8,5.9,6.8,4.4,5.1,255,4,6.2,1,3.9,5.6,5,0.7,,,,,,,,,,,,,,,,,115.1,32.1,17.6,12.2,12,14.1,15.6,21,252.8,9.7,9.8,9.8,14.2,9.4,18.3,17.8,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
D3ZU22,Protein LOC100910109 OS,LOC100361311,10.153,13,3,5,3,,,,,,,,,,,,,,,,,296.5,10.7,22.2,19.3,25.5,28,17.7,40.8,245.7,13.5,16.8,26.9,22.6,22.7,17.6,9.6,541,258.9,147.7,83.1,66.5,91.1,78.3,49.5,1329.1,42.4,50.8,44.5,104.1,45.9,62.8,49.8,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P62747,Rho-related GTP-binding protein RhoB OS,RHOB,10.141,21,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q6P6U2,26S protease regulatory subunit 6A OS,PSMC3,10.055,7,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.6,76.9,34.8,27.4,7.4,22.3,18,10.9,482.5,10.5,21.5,7.2,22.8,8.8,13.5,10.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P63322,Ras-related protein Ral-A OS,RALA,10.047,22,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q08013,Translocon-associated protein subunit gamma OS,SSR3,9.994,11,2,6,2,743.8,23.6,15.9,15.8,17.1,11.9,9.2,9.6,1297.2,9.3,19.8,1.6,13.8,18.9,11.8,,,,,,,,,,,,,,,,,,661,74.6,779.6,,9.8,50.2,10,6.5,1231.8,,58.3,1.9,28.1,7.3,12.1,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,93%,,93%,100%,86%,,,86%,100%,100%,88%,,,88%,88%
Q66HF1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS",NDUFS1,9.971,6,3,3,3,126.4,20.6,16.3,16.8,5.1,13.1,6.8,32,234.8,12.8,8.3,4.3,7.5,10.1,13.8,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
P61805,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS,DAD1,9.942,19,2,4,2,326.6,7.2,13.3,19.8,15.8,9,6.2,7.2,643.6,6.3,16.6,0.8,13,9.6,8.7,,168.4,,8.2,12.9,14.4,12.7,12,14.4,140.8,1.9,7.4,16.4,11.5,12.1,13.8,3.5,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,93%,100%,,100%,86%,100%,100%,,,100%,88%,88%,100%,,
B2RYD7,Protein Stt3b OS,STT3B,9.902,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P21213,Histidine ammonia-lyase OS,HAL,9.895,5,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,174.5,356.7,256.5,378.6,257.5,139.7,49.1,354.9,121.1,257.4,86,341.5,87.4,104.3,145.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
