Accession,Description,Gene Symbol,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,"Abundance: F3: 130N, Sample, A, (-)BiotinPD","Abundance: F3: 129C, Sample, A, (-)Hpg","Abundance: F3: 126, Sample, A, 0_0Hr","Abundance: F3: 127N, Sample, A, 0_5Hr","Abundance: F3: 127C, Sample, A, 1_0Hr","Abundance: F3: 128N, Sample, A, 1_5Hr","Abundance: F3: 128C, Sample, A, 2_0Hr","Abundance: F3: 129N, Sample, A, 3_0Hr","Abundance: F3: 134N, Sample, B, (-)BiotinPD","Abundance: F3: 133C, Sample, B, (-)Hpg","Abundance: F3: 130C, Sample, B, 0_0Hr","Abundance: F3: 131N, Sample, B, 0_5Hr","Abundance: F3: 131C, Sample, B, 1_0Hr","Abundance: F3: 132N, Sample, B, 1_5Hr","Abundance: F3: 132C, Sample, B, 2_0Hr","Abundance: F3: 133N, Sample, B, 3_0Hr","Abundance: F4: 133C, Sample, C, (-)BiotinPD","Abundance: F4: 126, Sample, C, (-)Hpg","Abundance: F4: 127C, Sample, C, 0_0Hr","Abundance: F4: 128C, Sample, C, 0_5Hr","Abundance: F4: 129C, Sample, C, 1_0Hr","Abundance: F4: 130C, Sample, C, 1_5Hr","Abundance: F4: 131C, Sample, C, 2_0Hr","Abundance: F4: 132C, Sample, C, 3_0Hr","Abundance: F4: 134N, Sample, D, (-)BiotinPD","Abundance: F4: 127N, Sample, D, (-)Hpg","Abundance: F4: 128N, Sample, D, 0_0Hr","Abundance: F4: 129N, Sample, D, 0_5Hr","Abundance: F4: 130N, Sample, D, 1_0Hr","Abundance: F4: 131N, Sample, D, 1_5Hr","Abundance: F4: 132N, Sample, D, 2_0Hr","Abundance: F4: 133N, Sample, D, 3_0Hr","Abundance: F9: 126, Sample, E, (-)BiotinPD","Abundance: F9: 130N, Sample, E, (-)Hpg","Abundance: F9: 129C, Sample, E, 0_0Hr","Abundance: F9: 129N, Sample, E, 0_5Hr","Abundance: F9: 128C, Sample, E, 1_0Hr","Abundance: F9: 128N, Sample, E, 1_5Hr","Abundance: F9: 127C, Sample, E, 2_0Hr","Abundance: F9: 127N, Sample, E, 3_0Hr","Abundance: F9: 134N, Sample, F, (-)BiotinPD","Abundance: F9: 130C, Sample, F, (-)Hpg","Abundance: F9: 131N, Sample, F, 0_0Hr","Abundance: F9: 131C, Sample, F, 0_5Hr","Abundance: F9: 132N, Sample, F, 1_0Hr","Abundance: F9: 132C, Sample, F, 1_5Hr","Abundance: F9: 133N, Sample, F, 2_0Hr","Abundance: F9: 133C, Sample, F, 3_0Hr",Quantified,Run 1 - Quantified,Run 2 - Quantified,Run 3 - Quantified,Run 1 - Fully Quantified,Run 2 - Fully Quantified,Run 3 - Fully Quantified,Total - Fully Quantified,Run 1 - % Hpg Pulse Channels Quantified,Run 2 - % Hpg Pulse Channels Quantified,Run 3 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Hpg Pulse channels Quantified,Biological Replicate 2 - % Hpg Pulse Channels Quantified,Biological Replicate 3 - % Hpg Pulse Channels Quantified,Biological Replicate 4 - % Hpg Pulse Channels Quantified,Biological Replicate 5 - % Hpg Pulse channels Quantified,Biological Replicate 6 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Channels Quantified,Biological Replicate 2 - % Channels Quantified,Biological Replicate 3 - % Channels Quantified,Biological Replicate 4 - % Channels Quantified,Biological Replicate 5 - % Channels Quantified,Biological Replicate 6 - % Channels Quantified
Q6AYN8,Minichromosome maintenance deficient 7 (S. cerevisiae) OS,MCM7,10.994,6,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.9,6.7,14.1,10.4,14.3,14.3,3.1,14.8,113.8,10.3,12.5,14.4,7.5,9.1,12.9,12,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D3ZLL8,Protein LOC100909878 OS,RPS15AL4,10.951,35,5,15,5,1734.2,51.9,55.1,144.8,67.7,42.3,57.1,172.1,1824.3,44.8,56.1,10.6,52.6,73.6,49.2,23.9,2860.8,22,73.5,61.9,68.5,54.4,78.7,21,4212.2,15.9,84,58.2,67.4,112.5,66.3,3.2,3326.7,77.4,82.3,82.1,94.4,69.1,9.7,77.7,1948.2,78.8,87.1,129.8,64.9,71.1,35.5,89.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
D3ZFA8,Protein LOC100362366 OS,LOC100364909,10.949,24,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.7,10.3,7.1,5.9,7.4,5.4,0.7,2.6,194.9,10.3,5,4.3,10.6,7.7,5.3,7.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P50475,"Alanine--tRNA ligase, cytoplasmic OS",AARS,10.944,3,3,4,3,,,,,,,,,,,,,,,,,1157.4,7.4,19.3,18.4,18.7,10.1,23.7,,1554.8,7.2,27.7,16.9,15.7,32.2,15.6,,356.3,5.4,13.1,13.1,11.4,13.3,14.4,6.9,275,11.1,20.2,16.7,9.4,13.4,3.9,13.1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,86%,100%,,,86%,86%,100%,100%,,,88%,88%,100%,100%
P62815,"V-type proton ATPase subunit B, brain isoform OS",ATP6V1B2,10.914,9,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2,11.2,6.2,6,8,4.5,7.6,7.7,39.7,8.8,8.1,10.3,7.9,8.2,6.4,8.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
G3V9W6,Aldehyde dehydrogenase OS,ALDH3A2,10.853,8,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q923V8,15 kDa selenoprotein OS,SELENOF,10.827,18,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.8,9.9,20.5,20,24.2,23.5,14.1,17.7,200.8,10.4,15.7,21.2,13.1,18.9,11.1,15.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P61621,Protein transport protein Sec61 subunit alpha isoform 1 OS,SEC61A1,10.799,9,3,6,3,,,,,,,,,,,,,,,,,63.8,6.8,17,15.8,24.3,19.8,24.8,20,352,8.7,24.7,19,31,41.2,30.1,19.9,232.7,27.1,26.4,131.3,50,19.3,46.4,17.7,145.8,15.6,22.8,21.8,17,38.3,14.2,26.8,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
E9PT66,Protein Sf3b3 OS,SF3B3,10.787,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,8,10.9,12.8,10.8,7.8,7.1,8,65.2,8.8,10.8,13.8,6.9,9.4,11.2,11.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P62138,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS,PPP1CA,10.724,20,4,5,4,,,,,,,,,,,,,,,,,120.9,3.5,5.5,8.6,4,6,7,10.5,170.3,7.3,10.4,5.3,9.4,10.2,7.5,3,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,100%,,,,100%,100%,,,,,100%,100%,,
B0BMX3,Protein S100a16 OS,S100A16,10.554,19,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,16.5,46,35.5,33.3,23.1,40.5,30.9,143.3,42.5,45.7,65,28.5,36.9,27.8,77.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D3ZFD2,Protein Galnt2 OS,GALNT2,10.515,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P04642,L-lactate dehydrogenase A chain OS,LDHA,10.49,11,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.3,12.9,25.2,18,19.1,13.4,18.1,18.1,248.3,16.4,20.6,24.9,17.4,14.1,8.6,77.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F1M9B1,Protein LOC100912008 (Fragment) OS,LOC100912008,10.464,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P0C5H9,Mesencephalic astrocyte-derived neurotrophic factor OS,MANF,10.445,18,3,8,3,,,,,,,,,,,,,,,,,64,,7.6,3.4,6.3,3.2,10.3,7.6,181.8,,7.9,8.8,8.2,11.7,8.1,,1653.8,16.4,52.6,58.5,61.1,55.5,74,38.3,418.7,14.1,43.2,51.2,21.3,33.2,25.1,43.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,93%,100%,,,100%,86%,100%,100%,,,88%,75%,100%,100%
Q63716,Peroxiredoxin-1 OS,PRDX1,10.401,9,2,6,1,157.6,14.4,10.8,30.5,12.6,4,5.3,29.2,176.2,7.1,11.8,6.1,11.1,9.3,8.3,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
P36876,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS,PPP2R2A,10.382,10,3,6,3,57.4,5.3,7.5,8.4,7.4,6.2,7.9,11.1,69.3,2.6,7,2.8,5.6,5.1,7.9,5.8,,,,,,,,,,,,,,,,,165.2,16.3,21.2,22.1,21.6,22,26.1,20.1,79.3,14.7,20.4,32.1,18.7,15.2,21.6,21.3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q5M7U6,Actin-related protein 2 OS,ACTR2,10.353,8,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.9,3.9,6.4,7.8,8,3.7,,4.4,110.8,6.5,10.5,15.3,3.1,9.3,2.7,8.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,86%,100%,,,,,88%,100%
Q6IN22,Cathepsin B OS,CTSB,10.245,9,2,2,2,,,,,,,,,,,,,,,,,36.1,,6.1,3,6.4,3.3,7.2,6.4,183.7,2.5,4.4,3.3,4.4,6.9,3.8,5.2,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,100%,,,,100%,100%,,,,,88%,100%,,
Q5XHZ9,Pachytene checkpoint protein 2 homolog OS,TRIP13,10.237,9,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.2,4,5.2,,1.4,4.2,,,95.6,,,2.6,,3.4,,2.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,57%,,,,,57%,57%,,,,,63%,50%
A7VJC2,Heterogeneous nuclear ribonucleoproteins A2/B1 OS,HNRNPA2B1,10.227,8,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6,1.5,4.1,7.2,5.5,5.3,,5.8,77.6,5,4.2,2.3,2.8,5.8,,3.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,86%,,,,,86%,86%,,,,,88%,88%
P15650,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial OS",ACADL,10.188,9,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.7,10.6,15.5,28.2,19.5,13.8,32.1,20.1,405.7,9.9,22.5,16.3,12.5,18,5,17.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q5XI78,"2-oxoglutarate dehydrogenase, mitochondrial OS",OGDH,10.151,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.7,40,43,54,71.7,36.1,26.5,57.5,515.9,58.7,55.4,94.2,39,44.6,34.1,73,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
H7C5Y5,60S ribosomal protein L6 OS,RPL6,10.122,11,3,4,3,74,2.7,,8.2,3,3.8,4.7,13.7,104.6,,2.6,1,3.3,2.7,,0,,,,,,,,,,,,,,,,,167,3.8,8.8,13.5,8.2,2.7,,5,148.5,3.4,4.9,6.8,5.1,4.5,2.4,10.1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,86%,,93%,86%,86%,,,86%,100%,88%,75%,,,88%,100%
P14668,Annexin A5 OS,ANXA5,10.105,12,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.5,19.8,32.8,41.2,34.8,28.2,38.2,31.9,261,23.3,40.6,38.5,29.3,28.9,38,45.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F1LPI5,"Laminin, beta 3, isoform CRA_a OS",LAMB3,10.059,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.1,22.4,48.4,42.5,57.2,43,12.6,31.7,238.7,18.5,36.4,30.4,26.7,37.2,28.8,39.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D4A465,Protein Lamtor2 OS,LAMTOR2,9.985,26,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P23514,Coatomer subunit beta OS,COPB1,9.927,3,3,3,3,92.8,2.7,,4.8,4.2,,,5.7,85.2,,,,,,,0.2,,,,,,,,,,,,,,,,,294.8,6.4,15.5,12.1,15.5,5.8,,9.8,232.8,10,13.7,14.1,4.4,5.7,10.4,17.1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,43%,,93%,57%,29%,,,86%,100%,63%,25%,,,88%,100%
G3V9A3,Protein LOC679816 OS,SFN,9.886,19,5,7,3,,,43,963,30,,1.3,1118.4,48.2,11.6,27.5,32.8,65.5,29.5,33.8,19.5,,,,,,,,,,,,,,,,,127.1,37.8,31.4,38.4,49.7,25,45,32.6,92.3,190.2,56.5,171.7,56.5,28.7,25.1,48.4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,86%,,100%,71%,100%,,,100%,100%,63%,100%,,,100%,100%
P04692,Tropomyosin alpha-1 chain OS,TPM1,9.847,10,3,6,1,41.8,45,41.6,37.7,50.9,41.8,54.6,42.6,37.6,42.4,88.7,41.9,36.4,42.8,28.3,30.9,,,,,,,,,,,,,,,,,139.4,55.6,46.2,72.9,59.1,44,75.9,53.4,89.3,44.5,47,64,45.6,45.9,38.5,265.4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
D3ZA32,Protein Gsdma OS,GSDMA,9.756,8,4,6,4,59.1,33.5,42.2,59.4,31.9,26.3,26,48.8,56.5,18.7,31.1,25.1,32.7,41.2,33.9,42.9,133.1,81.6,98.8,75.6,88.5,19.8,45.6,61.9,273.8,71.7,82.6,48.8,51.9,50.5,118.9,161.9,420.2,165.9,289.7,227.1,258.7,161.2,216.7,203.1,437.9,310.3,294.4,330.7,188.8,235.2,138.7,411.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P15791,Calcium/calmodulin-dependent protein kinase type II subunit delta OS,CAMK2D,9.672,7,2,2,2,56.7,5.8,8.6,13.9,10.4,6.5,9,15.7,50,9.2,10.6,9.1,7.4,9.9,7.6,9.8,,,,,,,,,,,,,,,,,80.1,8.8,11.4,7.9,13.8,10.6,11.7,10.4,50.7,12.7,12.4,16.7,9.1,9.5,6.1,14.1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
B2RZD6,Ndufa4 protein OS,NDUFA4,9.622,37,3,10,3,179.7,5.1,8.9,11.4,13.8,11.1,10.1,12.7,196,3.2,11.1,3.7,11.5,10,9.4,,33.3,16.8,21.2,20.7,8.2,3.4,13.3,8.3,191,6,11.1,7,15.7,15.8,12.1,24.7,687.4,14.4,38.2,46.5,51.8,27.2,15.6,40.6,550,23.6,32.1,55.6,25.6,29.4,39.1,36.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
D4A8N3,Protein RGD1563956 (Fragment) OS,RGD1563956,9.604,21,3,8,3,288.5,15.8,19.8,28,22.6,22.8,18.6,35.2,317.6,11.8,24.3,6.3,21.4,23.8,12.3,9.5,219.9,21.6,23.9,29.1,23.3,18.9,29.1,30.2,323.5,25.4,28.9,19.1,33.5,26,26.2,23.8,318.4,24.9,19.9,21.6,27.8,15.8,19.3,18.5,170.6,16.2,19.2,23.1,20.4,19.4,20.1,26.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
A1A5L1,Bleomycin hydrolase OS,BLMH,9.603,7,3,6,3,,,,,,,,,,,,,,,,,28,21.6,23.8,28.2,24.2,16.5,19.3,21.1,40.2,17.9,18.6,16.4,20,16.1,27,23.3,605.2,81.3,140,91.7,134.8,89.9,100.1,108.1,356.8,121.1,111,122.1,89.9,107.3,75.7,209.3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
Q5BK63,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS",NDUFA9,9.595,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q5XFX0,Transgelin-2 OS,TAGLN2,9.491,16,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4,14.6,23.5,24,31.6,20.9,15.6,26.1,111.6,32.9,23.7,71.3,21.9,25,13.5,31.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P35435,"ATP synthase subunit gamma, mitochondrial OS",ATP5C1,9.491,15,4,6,4,,,,,,,,,,,,,,,,,24.5,,5,4.9,8.3,3,5.6,6,83.3,7.9,7.2,6,6.5,5.4,7.3,4.4,265.9,13.8,13.4,14.9,17.4,12.6,4.7,19,202,12.2,14,16.2,12.8,14.7,11,23.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,88%,100%,100%,100%
P09495,Tropomyosin alpha-4 chain OS,TPM4,9.438,13,4,7,1,218.6,13.7,28.1,48,16.9,18.8,18.3,94,196.6,9.5,19.2,12.1,24.7,24.6,20,12.5,306.9,10.8,18.7,17.1,19,17.1,19.3,28,497.4,10.3,22.6,14.5,51.4,21.9,24.4,14.1,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,100%,100%,,100%,100%,100%,100%,,,100%,100%,100%,100%,,
Q5BJZ4,Protein Surf6 OS,SURF6,9.394,7,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.3,31.8,27.2,32.3,41.1,35.4,28.9,32.2,402.9,28.4,35.1,36,25.6,36.4,25.4,39.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q62703,Reticulocalbin-2 OS,RCN2,9.336,11,2,2,2,,,,,,,,,,,,,,,,,31.8,5.9,5.9,8.3,10,12.2,16.9,11.5,122.8,5.6,9.2,9.9,10.6,13.5,11.2,5.8,420.1,21.5,20.2,15.7,26.1,19.6,,14.7,186.1,11.4,22.4,25.9,15.5,20.7,10.6,28.6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,100%,93%,,,100%,100%,86%,100%,,,100%,100%,88%,100%
P18421,Proteasome subunit beta type-1 OS,PSMB1,9.284,18,3,5,3,,,,,,,,,,,,,,,,,39.9,,4.4,5.2,2.3,,4.3,2.9,96,,4.2,4,3.6,7.2,3.9,3.4,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,93%,,,,86%,100%,,,,,75%,88%,,
P62198,26S protease regulatory subunit 8 OS,PSMC5,9.194,9,3,3,3,,,,,,,,,,,,,,,,,91.6,,2.1,4.1,,2.8,,,116.7,2.1,1.7,,5,4.6,5,0.3,310.8,15.9,18.7,17.5,19.4,17.2,6.2,14.5,221.3,27.8,21.2,22.6,13.6,12.8,10.4,23.7,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,71%,100%,,,57%,86%,100%,100%,,,50%,88%,100%,100%
B0BN93,26S proteasome non-ATPase regulatory subunit 13 OS,PSMD13,9.159,12,3,3,3,,,,,,,,,,,,,,,,,315.1,5.4,5.4,4.4,7.9,4.1,8.6,2.5,420.8,2.8,9.2,6.4,5.7,7.1,9.4,1.9,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,100%,,,,100%,100%,,,,,100%,100%,,
P28073,Proteasome subunit beta type-6 OS,PSMB6,9.107,8,2,3,2,63.3,5.9,4.3,9.7,7.1,7.8,9,6.1,76.5,3.5,6.3,5,5.2,11.4,5.2,1.3,824.9,25.7,41.5,36.1,31.5,16.4,30.6,19.1,1240.9,26,40.4,24.8,33.1,45.7,39.6,33.9,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,100%,100%,,100%,100%,100%,100%,,,100%,100%,100%,100%,,
P17164,Tissue alpha-L-fucosidase OS,FUCA1,9.072,4,2,5,2,475.2,4,8.8,9.8,11.8,6.7,8.1,7.3,523.1,6.4,,,7.6,5.7,8.3,0.2,515,,7.9,16.9,6.4,8.4,6.3,4.7,711.1,,8.9,8.5,7.4,7.9,8.7,2,184.4,,,2.4,1.5,,,,92.8,,,,2.1,,,2.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86%,100%,43%,100%,71%,100%,100%,43%,43%,100%,75%,88%,88%,38%,38%
G3V8B6,26S proteasome non-ATPase regulatory subunit 1 OS,PSMD1,8.886,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.1,14.5,28.1,17.6,22.6,14.8,10.3,12.1,132.1,16.4,17.9,21.7,14.4,17.3,11,29.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q66H80,Coatomer subunit delta OS,ARCN1,8.83,9,4,4,4,94.1,3.6,5.1,3.8,3.9,2.1,2,5.2,98,6.3,4.9,7.2,4.2,5.2,3.9,0.5,207,10.3,23.4,9.5,20.4,14.2,18.1,13.5,368.1,10.9,24.9,17.3,19.8,23.3,20.8,23.7,47.9,8.5,7.4,3.1,4.4,6.6,3.8,7.7,36.6,8,4.8,6.9,6.6,7.4,3.6,7.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
A0JPQ9,Chitinase domain-containing protein 1 OS,CHID1,8.812,5,2,5,2,90.5,15,13.4,10,13.4,16,11.5,17.7,94,8.5,20.2,12,9.8,15.7,9.2,12.7,,,,,,,,,,,,,,,,,821.3,34.3,36.2,33.4,56.2,34.4,25.6,32.8,429.4,27.4,28.3,36.9,39.4,36.2,28,40.8,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q9JLJ3,4-trimethylaminobutyraldehyde dehydrogenase OS,ALDH9A1,8.786,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.7,9.5,20,17,14.3,9.7,21.4,19.6,196.8,14.4,20.5,30.7,9.7,15.4,16.3,18,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q91Y81,Septin-2 OS,2-Sep,8.782,8,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P07824,Arginase-1 OS,ARG1,8.77,9,3,6,3,,,,,,,,,,,,,,,,,17.8,7.1,9.3,16.7,9.4,3.7,9.1,10.4,35.7,9.3,9.6,8.5,8.2,6.1,16.3,12.2,624.1,185.1,366.4,263.6,301.2,184.7,315.6,307.1,799,436.9,345.7,459.1,263.4,271.5,189.1,467.7,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
Q7TP21,Cb1-727 OS,RPA1,8.765,8,4,4,4,,,,,,,,,,,,,,,,,57.7,3,6.1,4.9,1.9,4.2,4.6,3.3,81.1,,5.2,2.2,5.3,5.7,5,7.5,235.7,132.5,115.8,130.9,138.4,127.4,166.1,124.9,105.1,131.2,108.2,113.9,116.7,134.1,108.6,181.4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,88%,100%,100%
B2GUZ3,Mthfd1l protein OS,MTHFD1L,8.74,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6,6.7,9,9.1,9.8,7.9,4.4,7.8,47.6,8.5,9,10.5,25.3,9.6,6.9,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q9ES21,Phosphatidylinositide phosphatase SAC1 OS,SACM1L,8.732,6,3,4,3,137.7,8.5,6.7,13.1,9.7,8.6,5.8,9.1,127.8,5.7,7.3,4,8.4,12.6,4.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
